emv,maEMV
,
0.068815679898073,
0.0918062024386478,
-0.0862976486975765,
-0.0690095876756723,
-0.0862388850075964,
-0.0659020666598248,
0.0621234863209342,
0.129430606734724,
0.0185258670123452,0.0070281838182281
0.0489215363710016,0.0048177234263313
0.0223997512245772,-0.0028941044863431
0.0905671944540693,0.0167575447527286
-0.0099810568215926,0.0233162704031819
0.0048418314203014,0.0334363500062817
-0.248358040443416,0.0131634640303271
0.0888059252533124,0.016128179467258
0.0323269819422627,0.0053388878236512
0.0477021691035132,0.0085806991671143
0.0897984048074535,0.0131225734378313
-0.20928949669506,-0.0126206763310173
0.101525868705533,-0.0114030458586325
0.0342886140082393,-0.0064841935442067
0.0383411753929824,-0.0027620442139088
-0.0155178337350302,0.0231090898648006
0.0080315365066061,0.0141341577818333
-0.0029711810604447,0.0102121396704213
-0.0370292109218882,0.0007975418898211
0.0992580350172901,0.0018486119131363
0.0285411474235319,0.0282742390374244
0.0066303636450481,0.0177302940307039
0.0051305756712802,0.014490511993264
-0.0443707110944662,0.0053003023835474
-0.0963783899731132,-0.0036842038651284
-0.167158196822597,-0.0231497297905955
-0.201339639647447,-0.0451906696335958
0.0253980811199833,-0.0382543038511656
-0.253548004261597,-0.0774549748821531
-0.166394965901699,-0.099114543029401
0.0219143690574531,-0.0974163202058004
-0.243227145162413,-0.125011622520655
0.0531936743970573,-0.114171135243819
-0.140994374373798,-0.119128466843895
-0.143438275838138,-0.116492920067844
-0.317676284688762,-0.129419213961324
-0.0705469585256143,-0.140079773921946
0.0716185002065458,-0.103950162314374
-0.119350462115759,-0.0987229952270475
0.0938382965036052,-0.0907314477330306
0.102172828624739,-0.0523536728677915
-0.106638145407451,-0.0701127639571813
0.116435682832549,-0.0415094242675872
0.0052202984949211,-0.0249918048972473
-0.0529801683800675,0.0044188746926076
0.14311388483239,0.0281589683990526
0.022005039338021,0.0226463616358831
-0.07829131531004,0.0272084890587408
-0.0616704673880494,0.0099297375152236
-0.272952017106003,-0.0317508008993032
-0.27959290956815,-0.0509679969171587
0.107975279895711,-0.0519080416879185
0.0906439687862606,-0.0424165227666585
-0.30782411161612,-0.0707325164595532
-0.612560317986888,-0.154696316772806
-0.491068520461872,-0.211704490083906
0.209076838791284,-0.179774695183758
1.00497033898995,-0.0612590500306469
0.0728672203296539,-0.022834690315574
0.114941069907315,0.0210024185150332
0.219375201514773,0.0333801875838179
0.004852205374201,0.0238477694269224
-0.443180268476524,0.008808196442433
-0.0086976100610734,0.0759040528786347
-0.306514814510922,0.096410020206518
0.21758158620439,0.0973549921413076
0.315004115787584,0.0206920784521553
0.0970368203816706,0.0233775895690461
0.129651151456156,0.0250120430744729
0.0174744350266137,0.0025786245757885
0.0219976295808777,0.0044836717098637
-0.091864111377633,0.0435188002764071
0.180688647315732,0.0645617177627189
0.0477572818261179,0.10392528402239
-0.0161314097990256,0.0779571733553438
-0.0795730940250446,0.0341152611539406
-0.0045981945137217,0.0228224817211192
0.119021681698207,0.0216414295257916
0.0038032275183986,0.0201224064693233
0.155207233211075,0.0349234735393452
0.132902761226089,0.0598975704953143
0.022438269930762,0.0423141952303176
0.0098977494805088,0.03810758052525
